Cell_Name,Area_um2,Leakage_Power_W,Input_Cap_pF,Rise_Delay_ns,Fall_Delay_ns,Avg_Delay_ns,Cell_Type,Drive_Strength,PDP,Energy_per_transition,Delay_per_Area,Power_per_Area,Normalized_Area,Normalized_Delay,Normalized_Power,Delay_Skew,Log_Area,Log_Delay,Log_Power,Area_x_Cap,Delay_x_Power,CellType_AND,CellType_AOI,CellType_BUF,CellType_CLKBUF,CellType_CLKGATE,CellType_CLKGATETST,CellType_DFF,CellType_DFFR,CellType_DFFRS,CellType_DFFS,CellType_DLH,CellType_DLL,CellType_FA,CellType_HA,CellType_INV,CellType_MUX,CellType_NAND,CellType_NOR,CellType_OAI,CellType_OR,CellType_SDFF,CellType_SDFFR,CellType_SDFFRS,CellType_SDFFS,CellType_TBUF,CellType_TINV,CellType_TLAT,CellType_XNOR,CellType_XOR
CLKGATETST_X2,4.256,78.027946,2.818591,0.017729,0.020923,0.019326000000000003,CLKGATETST,2.0,1.5079680843960002,1.4092955,0.004540883458646617,18.333633928571427,16.0,4.710677022713673,inf,0.003193999999999999,0.6290016192869918,-1.7138580247966424,1.8922501747406444,11.995923296,1.5079680843960002,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CLKGATETST_X4,5.32,126.648876,4.438941,0.020158,0.022729,0.021443499999999997,CLKGATETST,4.0,2.7157951725059997,2.2194705,0.004030733082706766,23.80617969924812,20.0,5.226813760558865,inf,0.0025710000000000004,0.7259116322950483,-1.6687043278117804,2.102601339810232,23.61516612,2.7157951725059997,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CLKGATETST_X8,7.714,220.271011,7.959177,0.020948,0.023157,0.022052500000000003,CLKGATETST,8.0,4.8575264700775005,3.9795885,0.002858763287529168,28.554707155820584,29.0,5.375256392600293,inf,0.002208999999999999,0.8872796345300231,-1.656542169250103,2.3429573451256016,61.397091378000006,4.8575264700775005,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CLKGATE_X1,3.458,48.64726,1.837892,0.019115,0.022752,0.0209335,CLKGATE,1.0,1.01835741721,0.918946,0.006053643724696356,14.068033545401967,13.0,5.10250219678033,inf,0.0036370000000000013,0.5388249889379039,-1.6791581532375965,1.687058384164668,6.355430536000001,1.01835741721,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CLKGATE_X2,3.724,66.637175,2.562124,0.018491,0.021921,0.020206000000000002,CLKGATE,2.0,1.3464707580500002,1.281062,0.005425886143931257,17.893978249194415,14.0,4.925175407272714,inf,0.003429999999999999,0.5710096723093051,-1.6945196513467728,1.823716577415582,9.541349776,1.3464707580500002,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CLKGATE_X4,4.522,109.65183,4.253856,0.017746,0.021096,0.019421,CLKGATE,4.0,2.12954819043,2.126928,0.004294781070322866,24.248524988942947,17.0,4.733833098319478,inf,0.003349999999999999,0.655330558009341,-1.7117284117451566,2.040015884096259,19.235936832,2.12954819043,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CLKGATE_X8,6.916,197.707057,7.654296,0.017788,0.021193,0.0194905,CLKGATE,8.0,3.8534093944585,3.827148,0.0028181752458068246,28.586908183921338,26.0,4.750773595736357,inf,0.0034049999999999983,0.839854984601885,-1.7101770195557462,2.2960221713949065,52.937111136000006,3.8534093944585,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DFFRS_X1,6.384,100.161505,1.148034,0.0745793,0.0817387,0.078159,DFFRS,1.0,7.828523069295001,0.574017,0.012242951127819549,15.689458803258145,24.0,19.05111277130694,inf,0.007159399999999996,0.8050928783426731,-1.1070210058048888,2.000700841508175,7.329049056000001,7.828523069295001,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DFFRS_X2,6.916,142.302832,1.162239,0.0804108,0.080743,0.0805769,DFFRS,2.0,11.4663210637808,0.5811195,0.011650795257374206,20.57588663967611,26.0,19.640471457699334,inf,0.00033219999999999084,0.839854984601885,-1.0937894450487975,2.1532135431604207,8.038044924000001,11.4663210637808,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DFFR_X1,5.32,86.21278,1.128277,0.0960203,0.0819959,0.0890081,DFFR,1.0,7.673635743518,0.5641385,0.016730845864661656,16.205409774436088,20.0,21.695560980306364,inf,0.014024400000000006,0.7259116322950483,-1.0505704694760472,1.9355716494915023,6.0024336400000005,7.673635743518,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DFFR_X2,5.852,125.988288,1.12837,0.125381,0.0922473,0.10881415,DFFR,2.0,13.7093084686752,0.564185,0.018594352358168146,21.5290991114149,22.0,26.523249309278636,inf,0.03313369999999999,0.7673043174532733,-0.9633146260777082,2.1003301745351357,6.603221240000001,13.7093084686752,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DFFS_X1,5.32,84.395957,1.163714,0.0849651,0.0788474,0.08190625,DFFS,1.0,6.91255635303125,0.581857,0.015395911654135338,15.863901691729321,20.0,19.964498079873835,inf,0.006117700000000004,0.7259116322950483,-1.0866829573733001,1.9263216421867113,6.19095848,6.91255635303125,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
